"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NGELPUS","200610","78.209","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200611","75.405","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200612","78.661","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200613","906.069","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200701","76.119","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200702","69.716","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200703","78.451","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200704","74.931","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200705","79.347","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200706","76.764","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200707","78.458","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200708","78.897","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200709","77.145","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200710","79.846","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200711","78.876","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200712","81.773","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200713","930.32","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200801","79.73","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200802","75.243","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200803","81.474","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200804","78.591","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200805","81.197","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200806","79.529","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200807","83.672","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200808","82.483","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200809","70.408","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200810","79.225","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200811","79.391","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200812","82.508","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200813","953.451","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200901","88.485","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200902","80.653","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200903","88.702","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200904","84.358","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200905","87.201","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200906","84.772","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200907","86.466","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200908","87.151","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200909","82.028","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200910","85.857","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200911","83.142","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200912","85.267","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","200913","1024.082","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201001","86.91","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201002","80.179","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201003","88.833","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201004","86.394","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201005","89.88","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201006","85.878","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201007","90.337","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201008","91.381","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201009","88.668","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201010","93.197","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201011","90.174","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201012","94.534","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201013","1066.366","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201101","92.165","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201102","81.602","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201103","94.508","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201104","92.549","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201105","95.845","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201106","92.247","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201107","95.944","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201108","97.069","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201109","93.789","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201110","100","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201111","97.991","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201112","100.764","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201113","1134.473","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201201","106.43","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201202","97.616","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201203","104.749","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201204","101.082","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201205","104.881","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201206","100.854","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201207","106.909","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201208","106.383","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201209","103.542","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201210","107.225","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201211","103.915","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201212","106.427","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201213","1250.012","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201301","113.389","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201302","102.714","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201303","113.413","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201304","111.172","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201305","114.485","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201306","110.629","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201307","116.574","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201308","116.323","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201309","112.278","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201310","116.372","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201311","113.771","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201312","115.591","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201313","1356.709","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201401","128.592","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201402","118.898","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201403","132.589","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201404","131.451","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201405","135.099","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201406","131.416","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201407","138.684","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201408","139.439","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201409","134.893","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201410","140.772","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201411","135.36","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201412","140.956","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201413","1608.148","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201501","143.561","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201502","130.312","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201503","144.911","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201504","142.261","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201505","144.887","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201506","139.887","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201507","145.008","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201508","145.173","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201509","141.377","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201510","145.025","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201511","139.758","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201512","144.425","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201513","1706.584","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201601","155.035","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201602","147.087","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201603","155.455","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201604","150.335","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201605","153.577","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201606","147.199","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201607","153.35","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201608","152.134","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201609","146.252","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201610","150.534","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201611","146.894","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201612","150.081","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201613","1807.934","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201701","151.984","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201702","139.196","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201703","157.595","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201704","152.698","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201705","157.786","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201706","154.176","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201707","160.958","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201708","160.868","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201709","158.401","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201710","166.59","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201711","166.233","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201712","170.757","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201713","1897.242","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201801","177.857","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201802","164.099","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201803","185.223","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201804","178.167","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201805","185.827","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201806","180.092","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201807","187.821","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201808","191.626","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201809","190.413","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201810","197.099","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201811","195.404","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201812","200.967","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201813","2234.593","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201901","204.693","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201902","190.645","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201903","213.078","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201904","207.694","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201905","216.366","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201906","207.516","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201907","210.152","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201908","212.52","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201909","215.056","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201910","223.906","3","NGPL Production","Billion Cubic Feet"
"NGELPUS","201911","214.556","3","NGPL Production","Billion Cubic Feet"
"NGPRPUS","194913","5195.404","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","195013","6022.198","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","195113","7164.959","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","195213","7694.299","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","195313","8056.848","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","195413","8388.198","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","195513","9028.665","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","195613","9663.91","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","195713","10246.622","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","195813","10572.208","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","195913","11547.658","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","196013","12228.148","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","196113","12661.579","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","196213","13253.006","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","196313","14076.412","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","196413","14824.027","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","196513","15286.28","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","196613","16467.32","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","196713","17386.791","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","196813","18494.523","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","196913","19831.68","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197013","21014.229","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197113","21609.885","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197213","21623.705","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197301","1869","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197302","1883","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197303","1830","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197304","1741","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197305","1821","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197306","1765","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197307","1804","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197308","1819","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197309","1766","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197310","1799","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197311","1788","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197312","1848","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197313","21730.998","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197401","1851","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197402","1688","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197403","1817","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197404","1707","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197405","1771","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197406","1669","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197407","1743","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197408","1716","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197409","1683","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197410","1694","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197411","1658","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197412","1716","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197413","20713.032","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197501","1702","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197502","1574","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197503","1663","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197504","1599","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197505","1616","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197506","1563","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197507","1604","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197508","1604","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197509","1533","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197510","1575","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197511","1548","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197512","1655","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197513","19236.379","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197601","1676","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197602","1576","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197603","1641","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197604","1554","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197605","1601","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197606","1570","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197607","1604","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197608","1566","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197609","1498","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197610","1569","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197611","1566","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197612","1678","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197613","19098.352","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197701","1665","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197702","1602","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197703","1676","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197704","1573","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197705","1619","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197706","1578","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197707","1602","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197708","1574","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197709","1530","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197710","1558","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197711","1537","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197712","1652","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197713","19162.9","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197801","1669","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197802","1579","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197803","1673","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197804","1597","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197805","1593","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197806","1554","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197807","1621","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197808","1587","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197809","1509","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197810","1565","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197811","1538","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197812","1637","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197813","19121.903","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197901","1702","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197902","1591","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197903","1686","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197904","1626","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197905","1648","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197906","1578","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197907","1596","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197908","1622","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197909","1570","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197910","1638","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197911","1656","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197912","1751","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","197913","19663.415","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198001","1751","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198002","1643","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198003","1760","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198004","1606","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198005","1630","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198006","1525","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198007","1554","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198008","1515","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198009","1518","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198010","1585","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198011","1588","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198012","1729","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198013","19403.119","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198101","1684","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198102","1512","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198103","1668","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198104","1609","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198105","1632","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198106","1571","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198107","1598","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198108","1639","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198109","1516","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198110","1579","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198111","1522","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198112","1651","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198113","19181.261","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198201","1663","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198202","1524","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198203","1612","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198204","1521","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198205","1493","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198206","1448","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198207","1468","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198208","1436","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198209","1377","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198210","1405","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198211","1420","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198212","1453","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198213","17820.063","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198301","1524.154","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198302","1322.501","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198303","1360.5","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198304","1333.398","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198305","1330.089","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198306","1288.358","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198307","1334.914","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198308","1311.486","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198309","1248.684","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198310","1312.391","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198311","1308.812","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198312","1419.176","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198313","16094.461","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198401","1651.3","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198402","1434.026","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198403","1475.387","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198404","1443.672","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198405","1440.085","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198406","1394.679","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198407","1446.399","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198408","1425.252","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198409","1358.004","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198410","1427.4","4","Natural Gas Production (Dry)","Billion Cubic Feet"
"NGPRPUS","198411","1424.52","4","Natural Gas Production (Dry)","Billion Cubic Feet"
